assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1,key_ty,key_ty_minus1,B_ty,B_ty_minus1,B_type,B_unit,TBbest_ty,TBbest_ty_minus1,TB_ty,TB_ty_minus1,TN_ty,TN_ty_minus1,SSB_ty,SSB_ty_minus1,SSB_E00eggs_ty,SSB_E00eggs_ty_minus1,F_ty,F_ty_minus1,F_type,F_unit,ERbest_ty,ERbest_ty_minus1,ER_ty,ER_ty_minus1,instF_ty,instF_ty_minus1
NWWG-HADFAPL-1956-2017-ICESIMP2018,HADFAPL,ICES,NWWG,1956-2017,1956,2017,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Faroe Plateau,multinational-ICES-Vb1,Haddock Faroe Plateau,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5b.pdf,Current,Faroe Islands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1957,2017,1957,2016,1957,2016,2016,2,2011,2010,NWWG-HADFAPL-1956-2017-ICESIMP2018_2011,NWWG-HADFAPL-1956-2017-ICESIMP2018_2010,9600,12900,SSB-MT,MT,16100,18000,16100,18000,NA,NA,9600,12900,NA,NA,0.4,0.41,F-1/yr,1/yr,0.219875776,0.288888889,NA,NA,0.4,0.41
NWWG-HADFAPL-1956-2018-ICESIMP2018,HADFAPL,ICES,NWWG,1956-2018,1956,2018,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Faroe Plateau,multinational-ICES-Vb1,Haddock Faroe Plateau,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,,Current,Faroe Islands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1957,2018,1957,2017,1957,2017,2017,1,2011,2010,NWWG-HADFAPL-1956-2018-ICESIMP2018_2011,NWWG-HADFAPL-1956-2018-ICESIMP2018_2010,9110,12400,SSB-MT,MT,15200,17300,15200,17300,NA,NA,9110,12400,NA,NA,0.434,0.428,F-1/yr,1/yr,0.233552632,0.300578035,NA,NA,0.434,0.428
NEFSC-HADGB-1931-2010-CHING,HADGB,NMFS,NEFSC,1931-2010,1931,2010,VPA,VPA,Virtual Population Analysis,USA,US East Coast,Georges Bank,USA-NMFS-GB,Haddock Georges Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://nefsc.noaa.gov/publications/crd/crd1206/1206.pdf,Current,USA,21,NULL,NA,NA,NA,NA,NA,1960,2010,1960,2010,1960,2010,2010,2,2010,2009,NEFSC-HADGB-1931-2010-CHING_2010,NEFSC-HADGB-1931-2010-CHING_2009,167000,211000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,167000,211000,NA,NA,0.18,0.14,F-1/yr,1/yr,0.0743,0.0524,0.0743,0.0524,0.18,0.14
NEFSC-HADGB-1960-2014-SISIMP2016,HADGB,NMFS,NEFSC,1960-2014,1960,2014,VPA,VPA,Virtual Population Analysis,USA,US East Coast,Georges Bank,USA-NMFS-GB,Haddock Georges Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,,Current,USA,21,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1960,2014,1960,2014,1960,2014,2014,1,2010,2009,NEFSC-HADGB-1960-2014-SISIMP2016_2010,NEFSC-HADGB-1960-2014-SISIMP2016_2009,104000,140000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,104000,140000,NA,NA,0.31,0.19,F-1/yr,1/yr,NA,NA,NA,NA,0.31,0.19
NWWG-HADICE-1977-2012-CHING,HADICE,ICES,NWWG,1977-2012,1977,2012,VPA,ADAPT,A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-iceg.pdf,Current,Iceland,27,NULL,NA,NA,NA,NA,NA,1979,2012,1979,2011,1979,2011,2011,7,2011,2010,NWWG-HADICE-1977-2012-CHING_2011,NWWG-HADICE-1977-2012-CHING_2010,91400,111000,SSB-MT,MT,138000,162000,138000,162000,NA,NA,91400,111000,NA,NA,0.446,0.487,F-1/yr,1/yr,0.358,0.396,0.358,0.396,0.446,0.487
NWWG-HADICE-1977-2013-ICESIMP2016,HADICE,ICES,NWWG,1977-2013,1977,2013,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-iceg.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1979,2013,1979,2012,1979,2012,2012,6,2011,2010,NWWG-HADICE-1977-2013-ICESIMP2016_2011,NWWG-HADICE-1977-2013-ICESIMP2016_2010,97900,115000,SSB-MT,MT,150000,169000,150000,169000,NA,NA,97900,115000,NA,NA,0.41,0.466,F-1/yr,1/yr,0.329333333,0.379881657,NA,NA,0.41,0.466
NWWG-HADICE-1977-2014-ICESIMP2016,HADICE,ICES,NWWG,1977-2014,1977,2014,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-iceg.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1979,2014,1979,2013,1979,2013,2013,5,2011,2010,NWWG-HADICE-1977-2014-ICESIMP2016_2011,NWWG-HADICE-1977-2014-ICESIMP2016_2010,96000,113000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,96000,113000,NA,NA,0.413,0.475,F-1/yr,1/yr,NA,NA,NA,NA,0.413,0.475
NWWG-HADICE-1977-2015-ICESIMP2016,HADICE,ICES,NWWG,1977-2015,1977,2015,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-iceg.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1979,2015,1979,2014,1979,2014,2014,4,2011,2010,NWWG-HADICE-1977-2015-ICESIMP2016_2011,NWWG-HADICE-1977-2015-ICESIMP2016_2010,97700,114000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,97700,114000,NA,NA,0.411,0.471,F-1/yr,1/yr,NA,NA,NA,NA,0.411,0.471
NWWG-HADICE-1977-2016-ICESIMP2016,HADICE,ICES,NWWG,1977-2016,1977,2016,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-iceg.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1979,2016,1979,2015,1979,2015,2015,3,2011,2010,NWWG-HADICE-1977-2016-ICESIMP2016_2011,NWWG-HADICE-1977-2016-ICESIMP2016_2010,98000,114000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,98000,114000,NA,NA,0.402,0.469,F-1/yr,1/yr,NA,NA,NA,NA,0.402,0.469
NWWG-HADICE-1977-2017-ICESIMP2018,HADICE,ICES,NWWG,1977-2017,1977,2017,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5a.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1979,2017,1979,2016,1979,2016,2016,2,2011,2010,NWWG-HADICE-1977-2017-ICESIMP2018_2011,NWWG-HADICE-1977-2017-ICESIMP2018_2010,95200,112000,SSB-MT,MT,151000,165000,151000,165000,NA,NA,95200,112000,NA,NA,0.408,0.483,F-1/yr,1/yr,0.327152318,0.389090909,NA,NA,0.408,0.483
NWWG-HADICE-1979-2018-ICESIMP2018,HADICE,ICES,NWWG,1979-2018,1979,2018,Unknown,Unknown,Unknown,multinational,Europe (non-EU),Iceland Grounds,multinational-ICES-Va,Haddock Iceland Grounds,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1979,2018,1979,2017,1979,2017,2017,1,2011,2010,NWWG-HADICE-1979-2018-ICESIMP2018_2011,NWWG-HADICE-1979-2018-ICESIMP2018_2010,NA,NA,NA,NA,151000,166000,151000,166000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327152318,0.386746988,NA,NA,NA,NA
WGCSE-HADIS-1991-2014-ICESIMP2016,HADIS,ICES,WGCSE,1991-2014,1991,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Haddock Irish Sea,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-iris.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1992,2014,1992,2013,1992,2013,2013,5,2011,2010,WGCSE-HADIS-1991-2014-ICESIMP2016_2011,WGCSE-HADIS-1991-2014-ICESIMP2016_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WGCSE-HADIS-1991-2015-ICESIMP2016,HADIS,ICES,WGCSE,1991-2015,1991,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Haddock Irish Sea,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-iris.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1992,2015,1992,2014,1992,2014,2014,4,2011,2010,WGCSE-HADIS-1991-2015-ICESIMP2016_2011,WGCSE-HADIS-1991-2015-ICESIMP2016_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WGCSE-HADIS-1991-2016-ICESIMP2016,HADIS,ICES,WGCSE,1991-2016,1991,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Haddock Irish Sea,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-iris.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1992,2016,1992,2015,1992,2015,2015,2.5,2011,2010,WGCSE-HADIS-1991-2016-ICESIMP2016_2011,WGCSE-HADIS-1991-2016-ICESIMP2016_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WGCSE-HADIS-1993-2016-ICESIMP2018,HADIS,ICES,WGCSE,1993-2016,1993,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Haddock Irish Sea,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1993,2016,1993,2016,1993,2015,2015,2.5,2011,2010,WGCSE-HADIS-1993-2016-ICESIMP2018_2011,WGCSE-HADIS-1993-2016-ICESIMP2018_2010,3260,3590,SSB-MT,MT,NA,NA,NA,NA,NA,NA,3260,3590,NA,NA,0.259,0.495,F-1/yr,1/yr,NA,NA,NA,NA,0.259,0.495
WGCSE-HADIS-1993-2017-ICESIMP2018,HADIS,ICES,WGCSE,1993-2017,1993,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Haddock Irish Sea,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1993,2017,1993,2016,1993,2016,2016,1,2011,2010,WGCSE-HADIS-1993-2017-ICESIMP2018_2011,WGCSE-HADIS-1993-2017-ICESIMP2018_2010,3210,3520,SSB-MT,MT,10500,9140,10500,9140,NA,NA,3210,3520,NA,NA,0.267,0.512,F-1/yr,1/yr,0.071714286,0.130196937,NA,NA,0.267,0.512
WGNSDS-HADIS-1972-2012-CHING,HADIS,ICES,WGNSDS,1972-2012,1972,2012,Survey index,SURBA,Survey based stock assessment method,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Haddock Irish Sea,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2012/WGCSE/06.3_Haddock%20VIIa_2012.pdf,Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1992,2012,NA,NA,1972,2011,2011,6,2011,2010,WGNSDS-HADIS-1972-2012-CHING_2011,WGNSDS-HADIS-1972-2012-CHING_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFWG-HADNEAR-1947-2012-CHING,HADNEAR,ICES,AFWG,1947-2012,1947,2012,VPA,XSA,Extended Survivor Analysis,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Haddock North-East Arctic,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-arct.pdf,Current,Norway,27,NULL,NA,NA,NA,NA,NA,1950,2012,1950,2011,1950,2011,2011,6,2011,2010,AFWG-HADNEAR-1947-2012-CHING_2011,AFWG-HADNEAR-1947-2012-CHING_2010,1050000,1210000,TBbest-MT,MT,1050000,1210000,1050000,1210000,NA,NA,445000,350000,NA,NA,0.295,0.206,ERbest-ratio,ratio,0.295,0.206,0.295,0.206,0.394,0.264
AFWG-HADNEAR-1947-2013-ICESIMP2016,HADNEAR,ICES,AFWG,1947-2013,1947,2013,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Haddock North-East Arctic,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-arct.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1950,2013,1950,2012,1950,2012,2012,5,2011,2010,AFWG-HADNEAR-1947-2013-ICESIMP2016_2011,AFWG-HADNEAR-1947-2013-ICESIMP2016_2010,1070000,1210000,TBbest-MT,MT,1070000,1210000,1070000,1210000,NA,NA,419000,328000,NA,NA,0.290654206,0.205785124,ERbest-ratio,ratio,0.290654206,0.205785124,NA,NA,0.438,0.27
AFWG-HADNEAR-1947-2014-ICESIMP2016,HADNEAR,ICES,AFWG,1947-2014,1947,2014,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Haddock North-East Arctic,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-arct.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1950,2014,1950,2013,1950,2013,2013,4,2011,2010,AFWG-HADNEAR-1947-2014-ICESIMP2016_2011,AFWG-HADNEAR-1947-2014-ICESIMP2016_2010,1130000,1260000,TBbest-MT,MT,1130000,1260000,1130000,1260000,NA,NA,404000,303000,NA,NA,0.274336283,0.197619048,ERbest-ratio,ratio,0.274336283,0.197619048,NA,NA,0.37,0.26
AFWG-HADNEAR-1947-2015-ICESIMP2016,HADNEAR,ICES,AFWG,1947-2015,1947,2015,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Haddock North-East Arctic,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-arct.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1950,2015,1950,2014,1950,2014,2014,3,2011,2010,AFWG-HADNEAR-1947-2015-ICESIMP2016_2011,AFWG-HADNEAR-1947-2015-ICESIMP2016_2010,1330000,1410000,TBbest-MT,MT,1330000,1410000,1330000,1410000,NA,NA,506000,359000,NA,NA,0.233082707,0.176595745,ERbest-ratio,ratio,0.233082707,0.176595745,NA,NA,0.351,0.327
AFWG-HADNEAR-1947-2016-ICESIMP2016,HADNEAR,ICES,AFWG,1947-2016,1947,2016,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Haddock North-East Arctic,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-arct.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1950,2016,1950,2015,1950,2015,2015,2,2011,2010,AFWG-HADNEAR-1947-2016-ICESIMP2016_2011,AFWG-HADNEAR-1947-2016-ICESIMP2016_2010,1370000,1460000,TBbest-MT,MT,1370000,1460000,1370000,1460000,NA,NA,512000,363000,NA,NA,0.226277372,0.170547945,ERbest-ratio,ratio,0.226277372,0.170547945,NA,NA,0.368,0.332
AFWG-HADNEAR-1947-2017-ICESIMP2018,HADNEAR,ICES,AFWG,1947-2017,1947,2017,Unknown,Unknown,Unknown,multinational,Europe (non-EU),North-East Arctic,multinational-ICES-I-II,Haddock North-East Arctic,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.1-2.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1950,2017,1950,2016,1950,2016,2016,1,2011,2010,AFWG-HADNEAR-1947-2017-ICESIMP2018_2011,AFWG-HADNEAR-1947-2017-ICESIMP2018_2010,1290000,1440000,TBbest-MT,MT,1290000,1440000,1290000,1440000,NA,NA,488000,369000,NA,NA,0.240310078,0.172916667,ERbest-ratio,ratio,0.240310078,0.172916667,NA,NA,0.22,0.23
WGNSSK-HADNS-IIIa-VIa-1972-2014-ICESIMP2016,HADNS-IIIa-VIa,ICES,WGNSSK,1972-2014,1972,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6a,multinational-ICES-NS-IIIa-VIa,Haddock ICES 3a-4-6a,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-346a.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1972,2014,1972,2013,1972,2013,2013,6,2013,2012,WGNSSK-HADNS-IIIa-VIa-1972-2014-ICESIMP2016_2013,WGNSSK-HADNS-IIIa-VIa-1972-2014-ICESIMP2016_2012,420000,455000,TBbest-MT,MT,420000,455000,420000,455000,NA,NA,235000,307000,NA,NA,0.111428571,0.094945055,ERbest-ratio,ratio,0.111428571,0.094945055,NA,NA,0.183,0.188
WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2016,HADNS-IIIa-VIa,ICES,WGNSSK,1972-2015,1972,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6a,multinational-ICES-NS-IIIa-VIa,Haddock ICES 3a-4-6a,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-346a.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1972,2015,1972,2014,1972,2014,2014,4.5,2013,2012,WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2016_2013,WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2016_2012,355000,405000,TBbest-MT,MT,355000,405000,355000,405000,NA,NA,225000,281000,NA,NA,0.132676056,0.106666667,ERbest-ratio,ratio,0.132676056,0.106666667,NA,NA,0.184,0.203
WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2018,HADNS-IIIa-VIa,ICES,WGNSSK,1972-2015,1972,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6a,multinational-ICES-NS-IIIa-VIa,Haddock ICES 3a-4-6a,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-346a.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1972,2015,1972,2014,1972,2014,2014,4.5,2013,2012,WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2018_2013,WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2018_2012,292000,339000,TBbest-MT,MT,292000,339000,292000,339000,NA,NA,182000,232000,NA,NA,0.16130137,0.127433628,ERbest-ratio,ratio,0.16130137,0.127433628,NA,NA,0.219,0.234
WGNSSK-HADNS-IIIa-VIa-1972-2016-ICESIMP2018,HADNS-IIIa-VIa,ICES,WGNSSK,1972-2016,1972,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6a,multinational-ICES-NS-IIIa-VIa,Haddock ICES 3a-4-6a,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-346a.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1972,2016,1972,2015,1972,2015,2015,3,2013,2012,WGNSSK-HADNS-IIIa-VIa-1972-2016-ICESIMP2018_2013,WGNSSK-HADNS-IIIa-VIa-1972-2016-ICESIMP2018_2012,380000,446000,TBbest-MT,MT,380000,446000,380000,446000,NA,NA,263000,333000,NA,NA,0.123947368,0.096860987,ERbest-ratio,ratio,0.123947368,0.096860987,NA,NA,0.189,0.178
WGNSSK-HADNS-IIIa-VIa-1972-2017-ICESIMP2018,HADNS-IIIa-VIa,ICES,WGNSSK,1972-2017,1972,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6a,multinational-ICES-NS-IIIa-VIa,Haddock ICES 3a-4-6a,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.46a20.pdf,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1972,2017,1972,2017,1972,2016,2016,2,2013,2012,WGNSSK-HADNS-IIIa-VIa-1972-2017-ICESIMP2018_2013,WGNSSK-HADNS-IIIa-VIa-1972-2017-ICESIMP2018_2012,374000,435000,TBbest-MT,MT,374000,435000,374000,435000,NA,NA,259000,327000,NA,NA,0.125935829,0.099310345,ERbest-ratio,ratio,0.125935829,0.099310345,NA,NA,0.187,0.177
WGNSSK-HADNS-IIIa-VIa-1972-2018-ICESIMP2018,HADNS-IIIa-VIa,ICES,WGNSSK,1972-2018,1972,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-6a,multinational-ICES-NS-IIIa-VIa,Haddock ICES 3a-4-6a,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,999,,Current,Iceland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1972,2018,1972,2018,1972,2018,2018,1,2013,2012,WGNSSK-HADNS-IIIa-VIa-1972-2018-ICESIMP2018_2013,WGNSSK-HADNS-IIIa-VIa-1972-2018-ICESIMP2018_2012,356000,412000,TBbest-MT,MT,356000,412000,356000,412000,NA,NA,250000,314000,NA,NA,0.132303371,0.104854369,ERbest-ratio,ratio,0.132303371,0.104854369,NA,NA,0.204,0.188
WGCSE-HADROCK-1990-2013-ICESIMP2016,HADROCK,ICES,WGCSE,1990-2013,1990,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),Rockall Bank,multinational-ICES-VIb,Haddock Rockall Bank,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-rock.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1991,2013,1991,2012,1991,2012,2012,5,2011,2010,WGCSE-HADROCK-1990-2013-ICESIMP2016_2011,WGCSE-HADROCK-1990-2013-ICESIMP2016_2010,8790,13700,TBbest-MT,MT,8790,13700,8790,13700,NA,NA,8330,13300,NA,NA,0.234357224,0.27080292,ERbest-ratio,ratio,0.234357224,0.27080292,NA,NA,0.229,0.282
