"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","ty_order","if_diff_5yrs","interval"
"Europe (EU)","HAWG-HERRSIRS-1957-2010-NEUBAUER","HERRSIRS","ICES","HAWG","1957-2010",1957,2010,"http://www.ices.dk/reports/ACOM/2011/HAWG/Annex%2005%20Stock%20Annex%20Herring%20in%20the%20Celtic%20Sea%20and%20VIIj.pdf","Age-based analytical assessment (FLICA)","ICA","Age-based analytical assessment (FLICA)","multinational","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"Current","Ireland",27,"NULL",NA,NA,"assumed to be constant",NA,NA,1958,2010,1958,2010,1958,2010,2010,8,2010,2009,"HAWG-HERRSIRS-1957-2010-NEUBAUER_2010","HAWG-HERRSIRS-1957-2010-NEUBAUER_2009",114000,106000,"SSB-MT","MT",168000,191000,168000,191000,NA,NA,114000,106000,NA,NA,0.0845,0.0652,"F-1/yr","1/yr",0.0498,0.03,0.0498,0.03,0.0845,0.0652,NA,NA,NA,NA,0.25,"Stochastic simulations on segmented regression stock recruit relationship.",NA,NA,NA,NA,NA,NA,61000,NA,NA,NA,NA,6,"Y",6
"Europe (EU)","HAWG-HERRSIRS-1957-2017-ICESIMP2018","HERRSIRS","ICES","HAWG","1957-2017",1957,2017,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.irls.pdf","Age-based analytical assessment (ASAP)","Unknown","Age-based analytical assessment (ASAP)","multinational","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"Current","Ireland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,"assumed to be constant",NA,NA,1958,2017,1958,2016,1958,2016,2016,2,2010,2009,"HAWG-HERRSIRS-1957-2017-ICESIMP2018_2010","HAWG-HERRSIRS-1957-2017-ICESIMP2018_2009",124000,108000,"SSB-MT","MT",199000,189000,199000,189000,NA,NA,124000,108000,NA,NA,0.0848,0.0682,"F-1/yr","1/yr",0.0420603015075377,0.0304232804232804,NA,NA,0.0848,0.0682,NA,NA,NA,NA,0.26,"",0.23,"Ftarget-1/yr",0.61,"",NA,NA,54000,NA,61000,"SSBtarget-MT",NA,6,"Y",6
"Europe (EU)","HAWG-HERRSIRS-1957-2010-NEUBAUER","HERRSIRS","ICES","HAWG","1957-2010",1957,2010,"http://www.ices.dk/reports/ACOM/2011/HAWG/Annex%2005%20Stock%20Annex%20Herring%20in%20the%20Celtic%20Sea%20and%20VIIj.pdf","Age-based analytical assessment (FLICA)","ICA","Age-based analytical assessment (FLICA)","multinational","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"Current","Ireland",27,"NULL",NA,NA,"assumed to be constant",NA,NA,1958,2010,1958,2010,1958,2010,2010,8,2010,2009,"HAWG-HERRSIRS-1957-2010-NEUBAUER_2010","HAWG-HERRSIRS-1957-2010-NEUBAUER_2009",114000,106000,"SSB-MT","MT",168000,191000,168000,191000,NA,NA,114000,106000,NA,NA,0.0845,0.0652,"F-1/yr","1/yr",0.0498,0.03,0.0498,0.03,0.0845,0.0652,NA,NA,NA,NA,0.25,"Stochastic simulations on segmented regression stock recruit relationship.",NA,NA,NA,NA,NA,NA,61000,NA,NA,NA,NA,7,"Y",7
"Europe (EU)","HAWG-HERRSIRS-1957-2018-ICESIMP2018","HERRSIRS","ICES","HAWG","1957-2018",1957,2018,"","Age-based analytical assessment (ASAP)","Unknown","Age-based analytical assessment (ASAP)","multinational","ICES 7a-g-h-j","multinational-ICES-VIIa-g-h-j","Herring ICES 7a-g-h-j","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",999,"Current","Ireland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,"assumed to be constant",NA,NA,1958,2018,1958,2017,1958,2017,2017,1,2010,2009,"HAWG-HERRSIRS-1957-2018-ICESIMP2018_2010","HAWG-HERRSIRS-1957-2018-ICESIMP2018_2009",125000,116000,"SSB-MT","MT",195000,196000,195000,196000,NA,NA,125000,116000,NA,NA,0.0815,0.0617,"F-1/yr","1/yr",0.0429230769230769,0.0293367346938776,NA,NA,0.0815,0.0617,NA,NA,NA,NA,0.26,"",0.23,"Ftarget-1/yr",0.45,"",NA,NA,54000,NA,61000,"SSBtarget-MT",NA,7,"Y",7
"Europe (EU)","WGBFAS-CODBA2224-1965-2012-CHING","CODBA2224","ICES","WGBFAS","1965-2012",1965,2012,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2224.pdf","Age analytical assessment (SAM)","SAM","SAM","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"NULL",0.2,NA,NA,NA,NA,1970,2012,1970,2011,1965,2011,2011,8,2011,2010,"WGBFAS-CODBA2224-1965-2012-CHING_2011","WGBFAS-CODBA2224-1965-2012-CHING_2010",33500,30000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,33500,30000,NA,NA,0.233,0.225,"ERbest-ratio","ratio",0.233,0.225,0.233,0.225,0.42,0.443,NA,NA,NA,NA,0.25,"",NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,1,"N",1
"Europe (EU)","WGBFAS-CODBA2224-1969-2013-ICESIMP2016","CODBA2224","ICES","WGBFAS","1969-2013",1969,2013,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/cod-2224_201304100002.pdf","Age analytical assessment (SAM)","Unknown","Age analytical assessment (SAM) ","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",0.2,NA,NA,NA,NA,1970,2013,1970,2012,1970,2012,2012,7,2011,2010,"WGBFAS-CODBA2224-1969-2013-ICESIMP2016_2011","WGBFAS-CODBA2224-1969-2013-ICESIMP2016_2010",34000,33200,"SSB-MT","MT",48200,46400,48200,46400,NA,NA,34000,33200,NA,NA,0.338174273858921,0.303879310344828,"ERbest-ratio","ratio",0.338174273858921,0.303879310344828,NA,NA,0.761,0.709,NA,NA,NA,NA,0.26,NA,0.6,"Fmp-1/yr",NA,NA,NA,NA,23000,NA,23000,"SSBtrigmsy-MT",NA,1,"N",1
"Europe (EU)","WGBFAS-CODBA2224-1965-2012-CHING","CODBA2224","ICES","WGBFAS","1965-2012",1965,2012,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2224.pdf","Age analytical assessment (SAM)","SAM","SAM","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"NULL",0.2,NA,NA,NA,NA,1970,2012,1970,2011,1965,2011,2011,8,2011,2010,"WGBFAS-CODBA2224-1965-2012-CHING_2011","WGBFAS-CODBA2224-1965-2012-CHING_2010",33500,30000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,33500,30000,NA,NA,0.233,0.225,"ERbest-ratio","ratio",0.233,0.225,0.233,0.225,0.42,0.443,NA,NA,NA,NA,0.25,"",NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,2,"N",2
"Europe (EU)","WGBFAS-CODBA2224-1969-2014-ICESIMP2016","CODBA2224","ICES","WGBFAS","1969-2014",1969,2014,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-2224.pdf","Age analytical assessment (SAM)","Unknown","Age analytical assessment (SAM) ","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",0.2,NA,NA,NA,NA,1970,2014,1970,2013,1970,2013,2013,6,2011,2010,"WGBFAS-CODBA2224-1969-2014-ICESIMP2016_2011","WGBFAS-CODBA2224-1969-2014-ICESIMP2016_2010",33100,33400,"SSB-MT","MT",46000,46000,46000,46000,NA,NA,33100,33400,NA,NA,0.415217391304348,0.391304347826087,"ERbest-ratio","ratio",0.415217391304348,0.391304347826087,NA,NA,0.745,0.695,NA,NA,NA,NA,0.26,"",0.26,"Fmsy-1/yr",NA,NA,NA,NA,36400,NA,36400,"SSBtrigmsy-MT",NA,2,"N",2
"Europe (EU)","WGBFAS-CODBA2224-1965-2012-CHING","CODBA2224","ICES","WGBFAS","1965-2012",1965,2012,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2224.pdf","Age analytical assessment (SAM)","SAM","SAM","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"NULL",0.2,NA,NA,NA,NA,1970,2012,1970,2011,1965,2011,2011,8,2011,2010,"WGBFAS-CODBA2224-1965-2012-CHING_2011","WGBFAS-CODBA2224-1965-2012-CHING_2010",33500,30000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,33500,30000,NA,NA,0.233,0.225,"ERbest-ratio","ratio",0.233,0.225,0.233,0.225,0.42,0.443,NA,NA,NA,NA,0.25,"",NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,3,"N",3
"Europe (EU)","WGBFAS-CODBA2224-1993-2015-ICESIMP2016","CODBA2224","ICES","WGBFAS","1993-2015",1993,2015,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-2224.pdf","Age analytical assessment (SAM)","Unknown","Age analytical assessment (SAM) ","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",0.2,NA,NA,NA,NA,1994,2015,1994,2014,1994,2014,2014,5,2011,2010,"WGBFAS-CODBA2224-1993-2015-ICESIMP2016_2011","WGBFAS-CODBA2224-1993-2015-ICESIMP2016_2010",13600,13700,"SSB-MT","MT",16900,18200,16900,18200,NA,NA,13600,13700,NA,NA,0.656804733727811,0.615384615384615,"ERbest-ratio","ratio",0.656804733727811,0.615384615384615,NA,NA,0.92,0.988,NA,NA,NA,NA,0.26,"",0.26,"Fmsy-1/yr",NA,NA,NA,NA,38400,NA,38400,"SSBtrigmsy-MT",NA,3,"N",3
"Europe (EU)","WGBFAS-CODBA2224-1965-2012-CHING","CODBA2224","ICES","WGBFAS","1965-2012",1965,2012,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2224.pdf","Age analytical assessment (SAM)","SAM","SAM","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"NULL",0.2,NA,NA,NA,NA,1970,2012,1970,2011,1965,2011,2011,8,2011,2010,"WGBFAS-CODBA2224-1965-2012-CHING_2011","WGBFAS-CODBA2224-1965-2012-CHING_2010",33500,30000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,33500,30000,NA,NA,0.233,0.225,"ERbest-ratio","ratio",0.233,0.225,0.233,0.225,0.42,0.443,NA,NA,NA,NA,0.25,"",NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,4,"N",4
"Europe (EU)","WGBFAS-CODBA2224-1993-2016-ICESIMP2016","CODBA2224","ICES","WGBFAS","1993-2016",1993,2016,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-2224.pdf","Age analytical assessment (SAM)","Unknown","Age analytical assessment (SAM) ","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",0.2,NA,NA,NA,NA,1994,2016,1994,2015,1994,2015,2015,4,2011,2010,"WGBFAS-CODBA2224-1993-2016-ICESIMP2016_2011","WGBFAS-CODBA2224-1993-2016-ICESIMP2016_2010",13500,13100,"SSB-MT","MT",16900,17500,16900,17500,NA,NA,13500,13100,NA,NA,0.539644970414201,0.483428571428571,"ERbest-ratio","ratio",0.539644970414201,0.483428571428571,NA,NA,0.969,1,NA,NA,NA,NA,0.26,"",0.26,"Fmsy-1/yr",1.01,"",NA,NA,38400,NA,38400,"SSBtrigmsy-MT",NA,4,"N",4
"Europe (EU)","WGBFAS-CODBA2224-1965-2012-CHING","CODBA2224","ICES","WGBFAS","1965-2012",1965,2012,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/cod-2224.pdf","Age analytical assessment (SAM)","SAM","SAM","multinational","Western Baltic","multinational-ICES-22-24","Atlantic cod Western Baltic","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod",0,"Current","Denmark",27,"NULL",0.2,NA,NA,NA,NA,1970,2012,1970,2011,1965,2011,2011,8,2011,2010,"WGBFAS-CODBA2224-1965-2012-CHING_2011","WGBFAS-CODBA2224-1965-2012-CHING_2010",33500,30000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,33500,30000,NA,NA,0.233,0.225,"ERbest-ratio","ratio",0.233,0.225,0.233,0.225,0.42,0.443,NA,NA,NA,NA,0.25,"",NA,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,5,"N",4
